division,latitude,longitude
{El Ventorrillo} Carboneras; Almería; Andalucía,NA,NA
{El Salto del Lobo} Sorbas; Almería; Andalucía,37.0718972,-2.0473744
"{Can Clavos-Ca Na Palava} Santa Eulària des Riu; Illes Balears; Balears, Illes",38.9580951,1.44473
"{Can Xiquet Pou} Santa Eulària des Riu; Illes Balears; Balears, Illes",38.9938265,1.5224367
{Pla de la Costa} Sant Feliu de Codines; Barcelona; Cataluña,41.6956211,2.1597595
{Can Sebastianet} Sant Pere de Vilamajor; Barcelona; Cataluña,41.6807763,2.363433
{La Carta} Valle de Mena; Burgos; Castilla y León,43.1085141,-3.2784825
{La Azuela} Valle de Mena; Burgos; Castilla y León,43.1363916,-3.191643
{Pantano} Valle de Mena; Burgos; Castilla y León,43.1611914,-3.2823462
{San Bartolomé} Valle de Mena; Burgos; Castilla y León,43.1085141,-3.2784825
{Benachera} Castillo de Villamalefa; Castelló/Castellón; Comunitat Valenciana,40.096166,-0.4007384
{El Encinarejo} Porzuna; Ciudad Real; Castilla - La Mancha,39.1467063,-4.1541157
{Oría} A Capela; A Coruña; Galicia,43.45184690000001,-8.024700500000002
{As Aveas} Carballo; A Coruña; Galicia,43.2128129,-8.6915927
{As Figueiras} Carballo; A Coruña; Galicia,43.070816,-8.713363
{Leiras} Cedeira; A Coruña; Galicia,43.661293,-8.039135
{Monte Tras Da Costa} A Coruña; A Coruña; Galicia,42.78764570000001,-8.9932105
{O Cabaleiro} A Laracha; A Coruña; Galicia,43.24827,-8.5844049
{Os Vieiros} Miño; A Coruña; Galicia,42.878558,-8.548135
{O Pedregal} Moeche; A Coruña; Galicia,43.5628597,-7.9557426
{Xubia (San Xosé Obreiro)} Narón; A Coruña; Galicia,NA,NA
{Xubia (Santa Icía)} Narón; A Coruña; Galicia,NA,NA
{Xubia (Santiago Apóstolo)} Narón; A Coruña; Galicia,43.4937968,-8.1993735
{A Coviña} Outes; A Coruña; Galicia,NA,NA
{Aguabar} Pontedeume; A Coruña; Galicia,43.4074479,-8.1699094
{O Cristo} As Pontes de García Rodríguez; A Coruña; Galicia,43.4526554,-7.852369
{As Teixoeiras} As Pontes de García Rodríguez; A Coruña; Galicia,NA,NA
{Raque} As Pontes de García Rodríguez; A Coruña; Galicia,43.4526554,-7.852369
{O Escoitadoiro} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{O Pico de Caince} San Sadurniño; A Coruña; Galicia,43.5247647,-8.0187358
{O Carazo} San Sadurniño; A Coruña; Galicia,43.49998050000001,-8.025402999999999
{A Fraga Nova} San Sadurniño; A Coruña; Galicia,43.4983898,-8.0112563
{A Granxa} San Sadurniño; A Coruña; Galicia,43.5298702,-8.0709894
{Sopenedo} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Tiraz} San Sadurniño; A Coruña; Galicia,43.4983898,-8.0112563
{Tineo} San Sadurniño; A Coruña; Galicia,43.5924287,-8.0582824
{O Pumariño} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Castrelo} Sobrado; A Coruña; Galicia,NA,NA
{O Fronzal} As Somozas; A Coruña; Galicia,43.525681,-7.9266015
{Casal de Buela} Teo; A Coruña; Galicia,NA,NA
{Oural} Cariño; A Coruña; Galicia,NA,NA
{Abruñás} Oza-Cesuras; A Coruña; Galicia,43.1802266,-8.1927726
{Ribelles} Albanyà; Girona; Cataluña,NA,NA
{Pla de Ses Vinyes} Begur; Girona; Cataluña,41.925563,3.183664
{Sector Residencial Golf} Caldes de Malavella; Girona; Cataluña,41.858697,2.766724
{Urbanització els Vilars} Calonge i Sant Antoni; Girona; Cataluña,41.82957210000001,3.0736299
{Balmes} Celrà; Girona; Cataluña,42.0238306,2.8756979
{S'Alguer} Palamós; Girona; Cataluña,41.8620988,3.1518504
{Els Vernets} Viladrau; Girona; Cataluña,41.8455849,2.3911187
{Canyelles} Vilajuïga; Girona; Cataluña,NA,NA
{Araotz-Zubia} Oñati; Gipuzkoa; País Vasco,42.9917259,-2.4551607
{Araotz-Elizate} Oñati; Gipuzkoa; País Vasco,43.0005703,-2.4330201
{Llavaners} Soriguera; Lleida; Cataluña,42.3772642,1.1453105
{Les Cases de l'Estació} Castell de Mur; Lleida; Cataluña,42.1046566,0.8579818
{Fonte da Saúde} Becerreá; Lugo; Galicia,42.8493951,-7.1598769
{A Carunchada} Becerreá; Lugo; Galicia,42.8519874,-7.1594903
{A Casa do Barrio} Carballedo; Lugo; Galicia,NA,NA
{Penamoura} O Corgo; Lugo; Galicia,42.9551434,-7.474820999999999
{Fixós} Chantada; Lugo; Galicia,42.6109991,-7.7706788
{Valiños} A Fonsagrada; Lugo; Galicia,43.1247227,-7.0688228
{Amedo} Monforte de Lemos; Lugo; Galicia,42.5190217,-7.5158063
{Boelle} Negueira de Muñiz; Lugo; Galicia,43.1343318,-6.893707399999999
{O Rego Cavado} Ourol; Lugo; Galicia,43.5645691,-7.6422864
{Liñeiro} Ribadeo; Lugo; Galicia,43.5122469,-7.1144039
{A Veiga} Samos; Lugo; Galicia,42.7298985,-7.3310048
{A Pereira} Taboada; Lugo; Galicia,NA,NA
{Suaigrexa} Viveiro; Lugo; Galicia,43.6267128,-7.687799299999999
"{Isla Grosa} Cartagena; Murcia; Murcia, Región de",37.72763339999999,-0.7075593
"{Charco de la Peña} Jumilla; Murcia; Murcia, Región de",38.48226,-1.336362
"{Roche} Lorca; Murcia; Murcia, Región de",37.9857153,-1.1321937
"{Triana} Moratalla; Murcia; Murcia, Región de",38.1884642,-1.8908842
"{Los Castillicos} Moratalla; Murcia; Murcia, Región de",37.8135029,-0.7916943999999999
"{Uloci} Arce/Artzi; Navarra; Navarra, Comunidad Foral de",42.8527618,-1.3754708
{Venta do Río} Allariz; Ourense; Galicia,42.1895779,-7.8012216
{Alende} Castro Caldelas; Ourense; Galicia,42.404941,-7.375397299999999
{A Tapada} Castro Caldelas; Ourense; Galicia,NA,NA
"{Rotella} Aller; Asturias; Asturias, Principado de",43.1703146,-5.764489600000001
"{El Tarancón} Aller; Asturias; Asturias, Principado de",43.175248,-5.7517488
"{La Teyera} Aller; Asturias; Asturias, Principado de",43.283753,-5.7625708
"{Arnoste} Aller; Asturias; Asturias, Principado de",43.1497019,-5.6878736
"{Les Bolgueres} Aller; Asturias; Asturias, Principado de",43.1505663,-5.5845865
"{El Pendu la Tabla} Aller; Asturias; Asturias, Principado de",43.1505663,-5.5845865
"{Roseco} Aller; Asturias; Asturias, Principado de",43.1497019,-5.6878736
"{Los Col.laínos} Aller; Asturias; Asturias, Principado de",43.0611381,-5.5623774
"{L.longalendo} Aller; Asturias; Asturias, Principado de",43.1730544,-5.752404299999999
"{Perea} Aller; Asturias; Asturias, Principado de",43.1730544,-5.752404299999999
"{Les Barroses} Aller; Asturias; Asturias, Principado de",43.0611381,-5.5623774
"{La Viesca} Aller; Asturias; Asturias, Principado de",43.2913881,-5.752940499999999
"{La Cantera} Aller; Asturias; Asturias, Principado de",43.268428,-5.7048121
"{Pumardenuño} Aller; Asturias; Asturias, Principado de",43.1497019,-5.6878736
"{Les Estazaes} Amieva; Asturias; Asturias, Principado de",43.2641195,-5.123674299999999
"{H.umoriu} Amieva; Asturias; Asturias, Principado de",43.1867391,-5.076553
"{La Llandera} Amieva; Asturias; Asturias, Principado de",43.2453837,-5.0911062
"{Matagüés} Amieva; Asturias; Asturias, Principado de",43.2641195,-5.123674299999999
"{Vil.lar de los Indianos} Cangas del Narcea; Asturias; Asturias, Principado de",43.0709605,-6.4301624
"{Veigalapiedra} Cangas del Narcea; Asturias; Asturias, Principado de",43.1666712,-6.513906299999999
"{Zrame} Cangas del Narcea; Asturias; Asturias, Principado de",43.1773837,-6.5498404
"{La Veiga de Pinl.lés} Cangas del Narcea; Asturias; Asturias, Principado de",43.1044097,-6.5356449
"{El Sanatorio} Carreño; Asturias; Asturias, Principado de",43.54015829999999,-5.6646084
"{L'Aspriella} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{El Puente de Seaza} Grado; Asturias; Asturias, Principado de",43.319066,-6.169199
"{La Campusa} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{Les Binaes} Langreo; Asturias; Asturias, Principado de",43.2938918,-5.6983979
"{La Traba} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{Foyeo} Langreo; Asturias; Asturias, Principado de",43.3105006,-5.681259499999999
"{Les Hedreres} Langreo; Asturias; Asturias, Principado de",43.28852879999999,-5.669435099999999
"{El Sestu} Langreo; Asturias; Asturias, Principado de",43.2960544,-5.6836782
"{Los Tablones} Langreo; Asturias; Asturias, Principado de",43.2954511,-5.6839991
"{Los Valles} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{L'Utillu Baxo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La Xusta} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{El Rebollín} Langreo; Asturias; Asturias, Principado de",43.3243175,-5.7290296
"{Vaoto} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{Llodero} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{Zanceo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{El Monte} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{El Reguerín} Langreo; Asturias; Asturias, Principado de",43.307823,-5.6958195
"{El Molín de la Maña} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La Re Miguel} Langreo; Asturias; Asturias, Principado de",43.2950343,-5.6819255
"{El Reguerón} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La Coruxera} Laviana; Asturias; Asturias, Principado de",43.2345348,-5.5400037
"{L ' Umines} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{El Patarín} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{El Caleyón} Laviana; Asturias; Asturias, Principado de",43.2346021,-5.5555356
"{El Corazal} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{El Rosil} Laviana; Asturias; Asturias, Principado de",43.2166293,-5.5662541
"{El Tendiyón} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{La Llosagra} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{La Caseta'l Rublín} Lena; Asturias; Asturias, Principado de",43.1061282,-5.8179718
"{La Envarniega} Lena; Asturias; Asturias, Principado de",43.1061282,-5.8179718
"{Ferreras} Lena; Asturias; Asturias, Principado de",43.1061282,-5.8179718
"{Las Pegas} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{Río} Lena; Asturias; Asturias, Principado de",43.1494383,-5.8213326
"{La Rúa} Lena; Asturias; Asturias, Principado de",43.1578492,-5.829047399999999
"{El Casitu} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{El Coveyu} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{La Cueva} Lena; Asturias; Asturias, Principado de",43.1648546,-5.9826622
"{Los Consorios} Lena; Asturias; Asturias, Principado de",43.1254826,-5.796855
"{Pelái} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{La Bildosa} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{La Casanueva} Lena; Asturias; Asturias, Principado de",43.1659701,-5.7384138
"{Las Figares} Lena; Asturias; Asturias, Principado de",43.2743415,-5.8722585
"{Ribó} Lena; Asturias; Asturias, Principado de",43.1683735,-5.8222694
"{L.landicuandia} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{El Retrunal} Lena; Asturias; Asturias, Principado de",43.1581628,-5.8293252
"{L'Ortigal} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{El Molín} Mieres; Asturias; Asturias, Principado de",43.1345949,-5.9187695
"{La Fariega} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Les Cases del Molín} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{La Barca} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Molino del Majo} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Prado Picon} Mieres; Asturias; Asturias, Principado de",43.2512111,-5.778020499999999
"{Casas de Candamo} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{Cuteranes} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{La Funtiquina} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Casas de Don Fermin} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{El Prau'l Conde} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{La Collá} Mieres; Asturias; Asturias, Principado de",43.1909324,-5.812588
"{Peruyales} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{La Segá} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{El Castañíu} Mieres; Asturias; Asturias, Principado de",43.169425,-5.630504000000001
"{Navalina} Mieres; Asturias; Asturias, Principado de",43.2422122,-5.7767241
"{El Trichuru} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{La Casa'l Quentu} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Hontamio} Navia; Asturias; Asturias, Principado de",43.5407811,-6.7227089
"{Les Muries} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{La Cárcova} Oviedo; Asturias; Asturias, Principado de",43.3542178,-5.867643999999999
"{El Bustiellu} Piloña; Asturias; Asturias, Principado de",43.3684716,-5.4085334
"{El Llanu Molín} Piloña; Asturias; Asturias, Principado de",43.3202455,-5.3520876
"{Solapeña} Piloña; Asturias; Asturias, Principado de",43.3617456,-5.2570878
"{El Carazal} Piloña; Asturias; Asturias, Principado de",43.3794905,-5.2692964
"{Reguera Oscura} Salas; Asturias; Asturias, Principado de",43.3846558,-6.235443399999999
"{Les Abeyes} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{El Sorteru} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{La Quemá} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Riusgüés} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.3006134,-5.6019999
"{Teyera Vallina} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.283753,-5.7625708
"{La Campa l'Abeduriu} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2745351,-5.6386196
"{Valles} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{El Llanu Martín} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Bilorteres} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{L'Ortigal} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{El Molín de la Estaca} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.27569949999999,-5.6064715
"{Les Sayetes} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{L'Azorea} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{L'Armayán} Tinéu; Asturias; Asturias, Principado de",43.3340878,-6.416424999999999
"{Reigada} Tinéu; Asturias; Asturias, Principado de",43.2766663,-6.3565118
"{Vouláu} Tinéu; Asturias; Asturias, Principado de",43.3337656,-6.4110247
"{Ucíu} Tinéu; Asturias; Asturias, Principado de",43.33597,-6.41122
"{Pumarín} Villaviciosa; Asturias; Asturias, Principado de",43.456357,-5.5295292
"{Les Brañes} Villaviciosa; Asturias; Asturias, Principado de",43.410220700000004,-5.9122461
"{Curuxéu} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Abéu} Villaviciosa; Asturias; Asturias, Principado de",43.4816795,-5.4275826
"{Solapeña} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
"{La Llosa} Villaviciosa; Asturias; Asturias, Principado de",43.50452019999999,-5.4850949
"{Sabudiellu} Villaviciosa; Asturias; Asturias, Principado de",43.4806716,-5.4339567
"{Ca Hevia} Villaviciosa; Asturias; Asturias, Principado de",43.4812778,-5.435847
"{La Palombera} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Xin} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
"{La Barrosa} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Cardegoda} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
"{Maniel} Villaviciosa; Asturias; Asturias, Principado de",43.48178,-5.4354846
"{El Yestru} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Los Eros} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{El Respigu} Villaviciosa; Asturias; Asturias, Principado de",43.48276329999999,-5.433004
{El Moral} San Bartolomé de Tirajana; Las Palmas; Canarias,NA,NA
{A Pedreira de Barreiros} A Cañiza; Pontevedra; Galicia,NA,NA
{Sandomedio} As Neves; Pontevedra; Galicia,42.1266594,-8.4299878
{As Estrigueiras} Pontevedra; Pontevedra; Galicia,42.4213096,-8.6499884
{A Carrola} O Porriño; Pontevedra; Galicia,42.1595482,-8.6120092
{O Coto} Vilaboa; Pontevedra; Galicia,NA,NA
{O Pousadoiro} Vilagarcía de Arousa; Pontevedra; Galicia,42.5955994,-8.721151299999999
{Montalvo Mayor} Aldeatejada; Salamanca; Castilla y León,40.925609,-5.690881900000001
{Villa Benito} Aldeatejada; Salamanca; Castilla y León,40.925609,-5.690881900000001
{Torrecilla de la Valmuza} Carrascal de Barregas; Salamanca; Castilla y León,NA,NA
{Polígono Industrial el Mirador} Doñinos de Salamanca; Salamanca; Castilla y León,40.9601987,-5.7438055
{Valdelavade} Valdemierque; Salamanca; Castilla y León,40.8220195,-5.5820769
{Cuarto de Arriba} Villalba de los Llanos; Salamanca; Castilla y León,40.799845,-5.974665799999999
{Abama} Guía de Isora; Santa Cruz de Tenerife; Canarias,28.17104,-16.7993562
{La Meseta} Hermigua; Santa Cruz de Tenerife; Canarias,28.1659945,-17.1975669
{Masia Boronat} El Catllar; Tarragona; Cataluña,41.1758329,1.3321607
{El Mas Corsini} Tarragona; Tarragona; Cataluña,41.115837,1.2490622
{El Laurel} Chozas de Canales; Toledo; Castilla - La Mancha,40.0991509,-4.0452765
{Las Viñas} El Viso de San Juan; Toledo; Castilla - La Mancha,40.1437281,-3.9196432
{Las Balsas} Sagunto/Sagunt; València/Valencia; Comunitat Valenciana,39.676385,-0.2784857
{Canedos} Simancas; Valladolid; Castilla y León,41.59186709999999,-4.8287615
{Baratz Eder} Bermeo; Bizkaia; País Vasco,43.42315199999999,-2.7311007
{Basakoetxe} Ugao-Miraballes; Bizkaia; País Vasco,43.187394,-2.9499294
{Bilañoko Esparrua/Cerca de Villaño} Urduña/Orduña; Bizkaia; País Vasco,43.2227257,-3.313455
{As Teixoeiras} As Pontes de García Rodríguez; A Coruña; Galicia,NA,NA
{S'Alguer} Palamós; Girona; Cataluña,41.8620988,3.1518504
{Canyelles} Vilajuïga; Girona; Cataluña,NA,NA
{Llavaners} Soriguera; Lleida; Cataluña,42.3772642,1.1453105
"{Uloci} Arce/Artzi; Navarra; Navarra, Comunidad Foral de",42.8527618,-1.3754708
"{L'Aspriella} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{L'Utillu Baxo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La xusta} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{La Coruxera} Laviana; Asturias; Asturias, Principado de",43.2345348,-5.5400037
"{L ' Umines} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
"{L'Ortigal} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Molino del Majo} Mieres; Asturias; Asturias, Principado de",43.2497264,-5.778528199999999
"{Prado Picon} Mieres; Asturias; Asturias, Principado de",43.2512111,-5.778020499999999
"{Casas de Candamo} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{Cuteranes} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Casas de Don Fermin} Mieres; Asturias; Asturias, Principado de",43.278235,-5.807136
"{Les Muries} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{La Cárcova} Oviedo; Asturias; Asturias, Principado de",43.3542178,-5.867643999999999
"{L'Ortigal} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{L'Azorea} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Vouláu} Tinéu; Asturias; Asturias, Principado de",43.3337656,-6.4110247
"{Ucíu} Tinéu; Asturias; Asturias, Principado de",43.33597,-6.41122
{Sandomedio} As Neves; Pontevedra; Galicia,42.1266594,-8.4299878
{Bilañoko Esparrua/Cerca de Villaño} Urduña/Orduña; Bizkaia; País Vasco,43.2227257,-3.313455
"{L'Utillu Baxo} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{L ' Umines} Laviana; Asturias; Asturias, Principado de",43.2470745,-5.563998499999999
